edad,ingreso_mensual,distancia_casa,anios_empresa,satisfaccion_laboral,nivel_cargo,horas_extra,num_empresas_previas,abandono
27,7196.61,22.0,29.0,2,4,0,1,0
50,4380.0,25.0,2.0,1,2,0,1,0
49,10411.85,26.0,33.0,4,1,0,6,0
56,1000.0,5.0,32.0,2,2,0,4,0
30,6837.55,21.0,39.0,3,3,0,1,0
27,2544.06,5.0,23.0,3,1,0,9,0
41,4656.64,28.0,18.0,1,1,0,9,0
40,7870.82,19.0,19.0,2,2,0,6,1
35,1472.11,6.0,24.0,3,3,1,3,1
51,7239.04,9.0,12.0,2,2,1,9,1
52,5544.48,26.0,31.0,3,1,1,2,0
28,3527.36,19.0,17.0,4,4,0,0,0
52,4382.42,7.0,11.0,1,4,0,6,0
27,5804.52,24.0,29.0,2,3,0,5,1
35,3044.74,21.0,13.0,3,1,0,2,0
19,6531.93,3.0,3.0,3,1,1,6,1
32,5248.21,9.0,20.0,4,3,0,2,0
59,,25.0,20.0,1,3,0,3,0
37,13654.29,11.0,11.0,4,2,0,1,0
48,8368.58,2.0,1.0,3,2,0,1,0
22,4777.79,18.0,19.0,2,4,1,1,0
45,7156.37,27.0,30.0,3,2,0,0,0
33,1879.31,17.0,32.0,3,4,1,1,0
49,4534.53,29.0,8.0,2,2,0,5,1
57,5059.65,4.0,17.0,2,3,0,3,0
40,1000.0,20.0,36.0,2,1,0,1,0
22,8243.09,19.0,13.0,3,1,0,1,1
38,4224.74,29.0,19.0,1,5,0,0,0
23,4900.4,16.0,27.0,1,3,0,6,1
37,3940.76,24.0,18.0,2,2,0,8,1
20,19815.91,5.0,33.0,3,2,1,2,1
45,3518.23,2.0,14.0,4,1,0,8,0
31,1000.0,21.0,19.0,1,3,0,7,0
26,1000.0,1.0,20.0,4,1,0,7,0
18,9916.86,26.0,29.0,3,2,1,2,0
56,12514.04,1.0,13.0,4,2,1,5,1
53,3431.91,20.0,11.0,3,3,0,5,1
52,12255.27,14.0,14.0,3,2,0,5,0
20,9837.15,19.0,9.0,4,5,0,7,0
33,5647.34,19.0,7.0,3,3,0,5,0
59,5327.99,13.0,32.0,4,5,1,5,1
42,7313.92,14.0,13.0,4,2,0,7,1
23,10448.55,,10.0,3,2,0,2,1
24,8287.83,20.0,32.0,3,5,1,6,1
29,3454.36,21.0,31.0,3,1,0,6,0
59,5716.07,14.0,9.0,3,5,0,1,0
25,15415.69,11.0,12.0,3,1,1,7,1
56,7630.46,2.0,32.0,3,4,0,3,0
47,10411.96,23.0,11.0,1,3,0,6,1
57,8929.48,7.0,34.0,4,3,0,6,0
53,7730.11,13.0,24.0,2,3,0,2,0
32,6989.15,29.0,26.0,2,1,0,5,0
53,,23.0,21.0,2,2,0,5,0
25,9733.89,11.0,1.0,1,2,0,9,1
30,7687.52,14.0,32.0,3,5,1,1,0
27,3378.07,10.0,22.0,1,2,1,2,1
23,8235.01,19.0,6.0,2,1,1,4,1
21,6198.46,5.0,33.0,1,1,0,7,1
26,5112.85,28.0,11.0,2,4,1,2,1
23,18554.49,29.0,14.0,4,4,0,7,0
34,1000.0,9.0,25.0,3,5,1,1,1
21,10813.31,7.0,11.0,1,1,0,7,1
20,2617.98,,0.0,3,3,0,7,1
60,7090.38,19.0,12.0,3,2,0,6,1
21,18058.64,19.0,27.0,3,3,1,9,0
21,2169.34,2.0,16.0,2,4,0,8,0
19,3242.57,21.0,28.0,3,1,1,6,1
23,6421.19,2.0,2.0,1,2,1,7,0
40,2687.52,10.0,10.0,2,2,0,6,0
53,10478.25,21.0,9.0,4,2,0,8,0
49,4094.62,26.0,2.0,3,1,1,8,1
42,9443.04,19.0,25.0,1,2,0,4,1
21,1000.0,5.0,8.0,2,1,1,1,0
51,1000.0,20.0,,3,1,0,0,0
19,,2.0,39.0,1,2,0,2,0
45,1000.0,7.0,9.0,2,3,1,5,0
35,13332.21,4.0,7.0,2,5,0,2,0
55,1000.0,29.0,37.0,2,2,0,4,0
31,1830.41,11.0,14.0,3,3,0,2,0
45,8361.29,17.0,11.0,1,5,0,9,0
36,3861.36,23.0,28.0,3,2,0,4,1
40,1000.0,29.0,5.0,1,3,0,6,0
58,15679.84,29.0,15.0,4,5,1,5,1
48,1992.65,5.0,7.0,3,3,0,7,0
35,5616.84,12.0,35.0,1,1,0,5,0
37,5558.63,12.0,11.0,2,1,0,6,1
48,9696.39,24.0,22.0,3,1,0,8,0
32,8580.59,10.0,20.0,3,3,0,6,0
25,2779.4,7.0,19.0,2,3,1,6,1
38,5033.78,22.0,2.0,1,1,0,9,1
20,5478.85,15.0,10.0,3,2,1,7,1
25,9870.32,22.0,34.0,2,2,0,0,1
36,1242.55,12.0,21.0,1,3,0,8,1
52,15581.5,15.0,35.0,2,1,0,8,0
51,3083.67,1.0,22.0,4,1,1,5,0
29,6460.63,1.0,12.0,2,2,0,8,0
36,1280.05,1.0,13.0,1,1,0,0,0
24,1000.0,6.0,31.0,1,3,0,9,0
50,2565.07,11.0,9.0,3,2,0,8,0
28,2132.65,2.0,23.0,3,2,0,1,0
52,4635.84,5.0,37.0,3,4,1,6,0
54,2094.66,25.0,33.0,3,1,1,8,0
47,9629.99,25.0,15.0,3,1,0,7,0
32,2976.57,9.0,11.0,3,4,1,2,0
58,2477.83,28.0,24.0,4,3,0,2,0
47,4731.64,,24.0,4,1,1,0,0
45,10967.77,1.0,28.0,2,3,0,5,0
54,7466.94,11.0,2.0,3,2,0,2,0
55,6051.4,8.0,21.0,1,3,0,5,0
21,1000.0,3.0,0.0,1,3,1,1,1
55,1357.81,25.0,39.0,2,1,0,4,0
50,1000.0,29.0,34.0,4,3,0,2,0
26,12380.83,8.0,29.0,4,2,0,1,0
31,8887.53,,11.0,3,2,0,9,0
50,2622.71,21.0,29.0,3,2,0,1,0
27,3960.33,28.0,17.0,1,5,0,6,1
37,2786.19,9.0,25.0,4,2,1,4,1
47,2513.62,20.0,9.0,1,4,1,5,0
45,8571.35,1.0,18.0,4,1,0,2,0
57,5206.09,17.0,35.0,1,2,0,8,0
22,15865.25,29.0,7.0,1,3,1,3,0
30,12126.62,14.0,15.0,3,1,0,8,0
60,12392.66,19.0,11.0,1,5,0,3,1
42,9521.11,20.0,7.0,1,3,0,9,0
28,4598.03,19.0,15.0,3,4,0,7,1
30,9190.06,20.0,24.0,3,1,1,8,1
32,4930.25,26.0,,2,2,0,1,0
41,13836.24,1.0,8.0,3,2,0,8,0
30,8319.26,26.0,32.0,3,5,0,7,1
44,7680.62,27.0,10.0,2,1,1,0,1
37,7071.83,27.0,13.0,3,3,0,0,1
44,14331.2,,26.0,3,3,1,5,0
24,1000.0,17.0,29.0,4,4,0,6,0
44,14772.3,11.0,38.0,3,5,0,3,0
57,5662.31,25.0,6.0,3,4,0,9,0
23,1000.0,12.0,30.0,3,1,0,0,0
32,3115.06,10.0,,3,4,0,3,0
47,1000.0,20.0,4.0,4,2,1,0,0
44,9441.46,2.0,35.0,3,3,0,9,0
47,1827.68,11.0,12.0,1,1,1,4,0
42,7259.0,6.0,16.0,4,4,0,0,1
47,11603.98,11.0,,3,2,0,9,0
44,3475.92,14.0,20.0,3,4,0,7,0
21,5293.53,2.0,11.0,3,2,0,4,1
50,1000.0,26.0,12.0,2,3,0,5,0
37,4752.39,13.0,29.0,3,1,1,7,0
20,18083.11,11.0,7.0,3,1,0,2,0
35,10000.7,5.0,18.0,2,5,1,2,0
36,5308.71,29.0,29.0,1,3,0,8,1
21,3747.4,25.0,35.0,4,1,0,2,1
60,6308.15,14.0,,3,2,0,6,0
27,7085.23,10.0,14.0,3,3,0,8,1
32,4614.19,14.0,7.0,1,2,0,0,0
36,8885.27,28.0,37.0,3,2,0,2,0
53,2209.49,7.0,23.0,1,4,0,0,0
49,2187.26,20.0,16.0,3,1,0,6,0
51,8165.88,27.0,36.0,3,3,0,1,0
28,1241.11,22.0,,3,2,1,0,1
54,9780.58,26.0,19.0,4,3,0,8,0
53,6435.74,28.0,7.0,2,1,0,0,0
37,1000.0,2.0,3.0,3,1,0,5,1
41,6992.75,7.0,21.0,3,5,1,4,0
19,1000.0,5.0,4.0,3,4,0,3,0
50,9620.13,17.0,12.0,3,4,1,5,0
59,5380.79,12.0,27.0,4,3,1,6,0
38,14829.88,2.0,0.0,3,1,0,0,0
41,11320.91,17.0,39.0,2,3,0,0,0
39,1726.88,3.0,17.0,2,2,0,7,0
21,1000.0,12.0,34.0,4,2,0,1,0
44,3102.04,11.0,6.0,1,1,0,0,0
49,1004.34,26.0,18.0,3,1,0,1,0
57,14715.82,20.0,38.0,4,1,1,6,0
57,6453.58,19.0,25.0,4,1,0,1,0
39,10700.38,25.0,32.0,1,3,0,6,0
59,5217.36,6.0,27.0,3,5,0,9,0
40,5691.5,8.0,29.0,2,2,0,4,0
45,6353.18,22.0,14.0,4,1,1,9,1
43,11479.43,22.0,18.0,3,1,0,4,0
60,7902.31,1.0,1.0,3,3,1,8,1
49,1742.0,7.0,10.0,1,2,0,0,0
23,13801.31,7.0,2.0,2,3,1,7,1
21,5182.33,1.0,12.0,3,1,0,5,1
35,4450.16,20.0,29.0,3,3,1,8,0
40,1000.0,2.0,8.0,3,3,0,3,0
46,9354.8,25.0,19.0,4,1,0,8,1
38,6954.56,17.0,22.0,1,5,0,2,0
40,6949.67,23.0,6.0,2,2,0,4,0
57,4687.29,15.0,32.0,3,1,0,1,0
32,3911.52,29.0,30.0,3,2,0,1,0
39,4836.89,8.0,7.0,3,2,0,6,1
41,8584.22,17.0,1.0,2,4,0,3,0
38,9376.03,1.0,0.0,1,2,0,8,0
59,5460.36,25.0,11.0,3,4,1,9,0
59,10770.22,,5.0,4,3,0,1,0
40,6144.62,6.0,0.0,4,3,1,8,0
37,4230.98,24.0,18.0,3,1,0,7,0
43,7392.87,29.0,21.0,3,1,0,6,0
25,1000.0,2.0,0.0,4,4,0,4,0
36,7547.23,25.0,23.0,4,2,1,6,1
27,1000.0,22.0,16.0,1,5,0,0,0
24,1875.23,11.0,8.0,2,2,0,2,0
22,1000.0,19.0,4.0,4,2,1,4,0
43,5711.97,23.0,30.0,4,5,0,8,0
18,13743.35,14.0,4.0,3,3,0,8,0
45,5973.16,20.0,8.0,2,2,0,5,0
36,9396.13,2.0,28.0,4,4,0,9,0
33,17085.41,27.0,25.0,2,1,0,9,1
51,8318.25,27.0,39.0,2,2,0,4,0
41,3056.55,7.0,1.0,3,1,1,0,0
49,3675.94,14.0,7.0,3,5,1,4,1
48,6502.96,7.0,26.0,2,5,0,6,0
19,3651.97,12.0,9.0,3,4,0,3,1
27,3988.61,8.0,15.0,3,2,1,9,1
42,10933.64,25.0,11.0,2,3,0,3,0
59,11117.7,21.0,32.0,2,1,0,8,1
24,1000.0,25.0,31.0,3,2,0,4,0
22,2818.24,23.0,32.0,4,4,0,4,0
58,4411.98,22.0,20.0,4,1,0,0,0
59,9195.9,5.0,19.0,1,1,0,2,0
25,11643.84,25.0,22.0,3,3,0,6,0
35,18658.86,23.0,2.0,4,3,1,4,1
44,4404.47,4.0,21.0,2,2,0,3,0
26,4629.22,3.0,11.0,3,3,0,1,0
32,9148.57,23.0,37.0,3,4,1,6,0
34,3430.02,12.0,7.0,3,1,1,6,1
45,5865.67,10.0,1.0,1,4,0,6,0
31,4632.33,12.0,38.0,2,2,0,0,1
35,1000.0,26.0,6.0,2,2,0,8,0
30,7054.55,11.0,20.0,3,1,0,2,1
50,5679.38,11.0,15.0,1,2,1,2,1
24,12220.54,12.0,10.0,3,3,0,2,0
27,6524.71,2.0,19.0,3,2,0,9,0
28,1000.0,2.0,29.0,1,1,0,4,0
56,5338.56,,4.0,2,1,1,6,0
58,1000.0,1.0,26.0,2,4,1,7,0
39,1050.87,22.0,35.0,4,2,0,6,0
24,9359.78,13.0,11.0,1,1,0,7,1
50,5386.97,15.0,27.0,3,5,0,5,1
39,10651.29,10.0,36.0,3,1,0,6,0
54,1000.0,23.0,37.0,2,3,0,2,0
33,5408.92,13.0,25.0,4,1,0,4,0
60,4360.19,2.0,37.0,3,1,0,0,0
52,10801.32,15.0,31.0,3,2,0,5,0
27,9527.43,6.0,20.0,1,4,1,5,0
49,9390.13,18.0,5.0,2,3,0,5,0
30,13436.35,17.0,34.0,2,2,0,9,1
33,4843.61,14.0,11.0,3,3,0,4,0
28,12507.86,12.0,29.0,4,4,0,8,0
47,,18.0,25.0,3,2,0,5,1
29,1636.05,20.0,14.0,2,2,0,0,0
45,9887.36,26.0,30.0,1,2,1,0,0
43,1000.0,28.0,26.0,2,1,0,3,0
50,9077.45,3.0,29.0,1,4,1,7,0
60,6955.91,20.0,,2,3,1,4,0
18,11323.34,3.0,10.0,4,4,0,3,0
60,,13.0,30.0,3,4,1,4,0
22,6752.22,22.0,1.0,2,3,1,9,1
40,8791.69,16.0,28.0,2,3,0,1,0
32,3518.08,24.0,6.0,3,5,1,5,0
45,3322.07,27.0,8.0,1,3,0,6,0
49,8634.93,29.0,7.0,4,4,0,8,0
54,6368.2,20.0,,3,4,0,4,0
35,4667.09,20.0,14.0,3,1,1,9,1
58,6127.47,24.0,15.0,3,2,1,8,1
31,13675.52,7.0,14.0,2,3,0,0,0
26,4506.42,9.0,24.0,1,1,0,2,1
34,4375.91,10.0,36.0,3,2,0,2,0
40,1000.0,22.0,27.0,2,1,1,9,1
46,6309.41,11.0,4.0,1,1,0,1,1
53,9455.98,5.0,20.0,4,2,0,8,0
27,10262.89,24.0,4.0,4,2,1,9,1
31,6986.98,22.0,6.0,1,3,0,4,1
58,10801.25,18.0,7.0,4,3,0,1,0
36,9790.54,26.0,27.0,1,1,0,8,1
28,11508.28,23.0,35.0,4,1,1,4,0
60,10929.36,27.0,9.0,3,1,0,6,0
37,13564.9,8.0,37.0,3,2,0,2,0
60,5736.38,4.0,10.0,3,3,0,4,0
57,1000.0,10.0,12.0,1,3,0,3,0
56,9486.73,25.0,5.0,4,1,0,5,0
43,10012.49,27.0,1.0,1,2,0,0,0
52,13564.98,4.0,24.0,4,5,0,5,0
59,12265.81,,16.0,1,4,0,2,0
29,15254.63,14.0,4.0,2,3,0,2,0
19,9289.34,24.0,22.0,1,1,0,9,1
31,7529.65,20.0,13.0,2,1,0,1,1
45,1000.0,2.0,15.0,3,2,1,8,1
41,7886.43,15.0,35.0,3,2,1,7,0
21,4013.73,3.0,16.0,4,3,0,3,0
42,7451.8,10.0,18.0,3,1,0,0,0
25,,22.0,27.0,3,5,0,6,0
39,8622.8,20.0,35.0,2,3,0,6,0
42,6062.01,21.0,29.0,3,5,1,1,0
45,10707.59,20.0,19.0,4,4,0,8,0
35,1000.0,1.0,12.0,2,2,0,3,0
35,7354.97,17.0,7.0,2,3,0,4,0
47,11911.2,15.0,4.0,2,4,0,9,0
50,14915.22,16.0,30.0,2,1,0,7,0
52,9793.83,7.0,29.0,3,1,1,4,0
32,14081.97,21.0,14.0,1,2,1,8,0
36,7260.21,18.0,37.0,4,2,0,3,0
32,6512.88,12.0,38.0,1,3,0,2,1
40,8882.37,2.0,24.0,2,1,0,6,0
23,6485.63,2.0,10.0,1,2,0,2,0
36,2979.39,11.0,20.0,2,3,0,5,0
26,4181.42,16.0,32.0,4,4,1,5,0
40,1495.31,29.0,20.0,4,1,1,5,1
54,8877.7,21.0,19.0,3,3,0,9,1
60,6551.26,15.0,21.0,2,5,1,3,0
37,4878.71,9.0,33.0,3,2,0,6,0
20,3949.92,5.0,16.0,3,2,1,4,1
27,8772.75,5.0,7.0,3,1,1,1,0
22,10012.02,3.0,20.0,3,3,1,3,0
50,1412.69,27.0,25.0,3,4,0,4,0
60,1000.0,1.0,37.0,1,1,0,1,0
41,10795.29,26.0,4.0,2,4,0,5,1
25,1000.0,17.0,37.0,4,1,1,9,1
18,8963.69,,32.0,1,4,1,3,1
59,13776.09,28.0,28.0,2,2,0,5,0
31,13786.56,23.0,,2,2,1,1,0
22,9820.43,5.0,8.0,1,5,0,3,0
25,9689.64,29.0,17.0,4,3,1,8,1
28,16633.58,6.0,7.0,1,1,0,1,0
46,1000.0,17.0,26.0,3,3,0,6,0
56,4410.49,19.0,30.0,4,1,0,9,0
29,10318.21,8.0,19.0,1,5,1,7,1
47,4982.21,19.0,27.0,1,1,0,7,0
20,12079.0,19.0,31.0,2,2,0,1,0
18,6322.91,29.0,36.0,1,2,0,0,0
20,7092.85,27.0,27.0,2,2,0,1,0
57,5263.96,12.0,9.0,3,2,0,8,0
43,4148.7,21.0,5.0,2,2,0,0,0
52,4038.01,24.0,37.0,3,3,1,1,0
18,7720.25,1.0,30.0,4,1,0,6,0
18,3014.46,20.0,33.0,2,3,0,0,1
54,10789.42,27.0,16.0,2,1,0,9,1
22,9439.52,4.0,6.0,1,4,0,6,1
24,11447.37,22.0,23.0,1,3,0,8,1
40,1419.84,2.0,25.0,2,3,0,6,1
44,1000.0,12.0,8.0,3,1,0,2,0
27,6481.16,24.0,18.0,2,4,0,6,1
37,19544.6,29.0,16.0,2,3,0,3,0
47,12197.94,22.0,10.0,1,5,0,9,0
37,4004.99,21.0,32.0,3,1,0,4,1
34,8410.3,8.0,19.0,2,3,0,6,0
21,9774.14,24.0,37.0,3,3,1,0,1
37,1000.0,20.0,0.0,3,5,0,1,0
52,12663.32,28.0,37.0,2,2,0,6,1
44,5746.59,18.0,26.0,3,1,0,9,0
56,6091.94,2.0,28.0,1,4,0,2,0
23,6607.03,15.0,11.0,3,2,0,9,0
18,11650.43,23.0,3.0,2,3,0,8,1
41,3101.68,23.0,9.0,3,2,1,7,1
25,1000.0,12.0,17.0,3,5,0,5,1
43,7953.3,5.0,13.0,3,2,0,0,0
56,1000.0,26.0,7.0,3,2,1,1,1
32,5145.03,24.0,0.0,1,4,0,1,1
41,11840.93,26.0,27.0,3,1,1,7,0
47,9105.92,20.0,26.0,1,1,0,2,0
24,11190.6,25.0,6.0,2,4,1,8,1
56,9291.58,12.0,31.0,2,2,1,7,0
26,17346.51,23.0,39.0,3,1,0,8,0
52,3852.92,15.0,39.0,3,2,1,8,1
46,,24.0,7.0,4,1,0,1,0
24,4528.46,5.0,17.0,3,5,1,6,0
49,10805.61,9.0,2.0,3,4,0,4,0
26,6222.91,7.0,0.0,4,4,0,7,0
43,14234.8,12.0,33.0,1,4,0,0,0
59,4111.33,24.0,38.0,3,4,0,4,0
58,12832.07,4.0,8.0,2,2,0,9,0
55,9169.13,22.0,18.0,2,3,0,0,0
39,6353.93,25.0,0.0,4,4,0,4,0
42,8940.99,20.0,32.0,2,3,0,3,0
30,7675.69,19.0,21.0,4,5,1,7,0
57,8101.8,5.0,11.0,4,4,1,4,1
38,5569.08,18.0,38.0,4,1,0,2,0
51,3342.85,7.0,5.0,3,2,1,5,0
33,4992.18,8.0,10.0,3,1,0,2,0
49,1000.0,25.0,29.0,3,4,1,5,1
27,10288.77,18.0,16.0,3,5,0,4,0
49,1000.0,29.0,28.0,4,2,0,9,1
19,5520.59,14.0,9.0,2,1,0,6,0
22,9416.2,11.0,26.0,3,2,1,9,0
33,10277.29,29.0,22.0,4,1,0,2,0
38,1000.0,19.0,1.0,2,2,0,0,0
48,6086.68,26.0,12.0,4,5,1,3,0
33,8568.85,2.0,11.0,2,2,0,4,1
18,6734.07,16.0,23.0,1,3,0,4,0
31,12548.34,24.0,17.0,3,4,0,0,0
36,2801.87,24.0,19.0,3,4,0,0,0
41,1000.0,21.0,6.0,4,1,1,5,1
45,10146.47,5.0,37.0,1,1,1,2,0
28,4083.11,16.0,29.0,1,1,0,3,0
44,1000.0,3.0,26.0,4,1,1,7,1
45,5786.69,24.0,11.0,3,1,0,3,1
51,12037.51,19.0,27.0,3,2,0,8,1
40,1000.0,6.0,9.0,2,3,0,4,0
52,17011.98,22.0,19.0,4,1,0,7,0
27,2729.53,21.0,10.0,4,3,0,2,0
48,6891.55,2.0,12.0,3,2,1,1,0
19,1013.9,3.0,25.0,2,1,0,2,0
22,6687.25,6.0,12.0,4,1,1,1,0
55,5898.13,3.0,29.0,4,1,0,4,0
38,1000.0,16.0,20.0,3,2,0,3,1
44,19216.22,26.0,39.0,3,3,0,2,0
43,4270.98,2.0,7.0,3,2,0,2,0
47,4274.92,18.0,37.0,2,1,1,4,1
28,10860.66,13.0,5.0,3,1,1,0,0
25,14664.15,25.0,21.0,3,1,0,3,0
19,11568.97,14.0,14.0,3,3,0,2,0
55,1094.69,20.0,30.0,4,3,0,5,0
27,7462.59,27.0,5.0,3,3,0,4,0
42,1000.0,4.0,10.0,4,3,1,4,0
37,10557.67,10.0,9.0,2,1,0,6,0
24,,8.0,36.0,4,1,0,0,0
35,2885.59,5.0,21.0,2,2,1,0,0
21,6485.59,19.0,6.0,2,3,0,4,0
25,8502.53,1.0,31.0,3,4,0,3,0
24,5325.79,12.0,11.0,1,3,0,2,0
53,13335.88,4.0,8.0,2,3,0,3,0
42,9754.58,18.0,19.0,3,4,0,2,0
57,9401.26,22.0,31.0,2,3,1,1,0
36,1000.0,14.0,33.0,4,5,0,2,0
26,14147.16,13.0,0.0,2,1,1,9,1
44,2886.21,14.0,35.0,2,1,0,1,0
57,14318.94,6.0,39.0,2,2,1,9,1
40,15599.88,11.0,12.0,3,2,1,6,0
18,8806.95,28.0,20.0,3,2,0,1,0
31,11144.06,2.0,15.0,2,3,0,7,1
57,1000.0,23.0,19.0,2,2,0,2,0
40,5622.49,5.0,26.0,1,2,0,4,0
58,11459.75,,26.0,3,1,1,0,1
39,10660.3,9.0,18.0,3,2,0,0,0
18,1011.24,8.0,19.0,2,3,1,7,1
55,5178.25,10.0,19.0,2,1,0,5,1
50,1000.0,25.0,16.0,4,1,1,4,1
48,8358.47,27.0,,2,2,0,9,0
59,1000.0,21.0,14.0,4,4,0,9,0
26,11587.15,5.0,28.0,2,1,0,9,0
56,11822.26,28.0,39.0,4,2,1,4,0
28,4365.35,25.0,32.0,3,1,0,8,0
59,8845.74,3.0,34.0,3,2,0,0,0
26,5523.06,12.0,31.0,2,3,1,7,1
41,7588.59,23.0,20.0,4,2,1,8,1
51,,3.0,27.0,2,2,0,0,0
21,9301.22,3.0,33.0,3,5,0,7,0
20,1000.0,18.0,8.0,1,2,1,8,1
54,1000.0,10.0,5.0,3,2,0,2,0
20,5951.32,13.0,10.0,3,5,1,9,0
44,5549.41,22.0,21.0,3,2,0,1,1
58,7725.36,16.0,31.0,3,1,0,9,1
44,3577.22,21.0,18.0,4,1,1,9,1
38,14985.61,4.0,39.0,3,4,1,4,0
35,7222.72,1.0,12.0,2,4,0,9,0
45,7547.97,8.0,18.0,2,1,0,5,0
42,7387.55,6.0,36.0,3,3,1,7,1
39,11013.09,10.0,6.0,2,1,0,4,0
24,9092.08,23.0,33.0,3,1,0,1,0
46,8489.08,5.0,6.0,1,5,0,3,0
49,9811.93,4.0,36.0,4,2,0,1,0
48,1000.0,6.0,12.0,3,1,0,1,0
21,1000.0,10.0,25.0,3,2,1,6,0
48,6157.74,6.0,28.0,4,4,1,0,0
49,5610.47,6.0,15.0,4,4,0,0,0
25,9109.14,17.0,22.0,1,3,0,9,1
54,6590.08,4.0,30.0,2,4,0,1,0
40,9118.39,,35.0,3,3,0,5,0
38,1000.0,25.0,4.0,2,5,1,0,0
49,6451.65,1.0,19.0,2,3,0,7,0
39,1000.0,2.0,34.0,2,2,0,5,0
41,8240.86,3.0,22.0,1,4,0,0,0
31,1000.0,16.0,1.0,1,2,1,6,1
57,8067.4,21.0,5.0,2,2,1,1,1
59,1000.0,21.0,32.0,1,4,0,9,1
23,4774.12,21.0,16.0,3,5,1,5,0
49,10527.17,2.0,28.0,2,2,0,0,0
19,7523.21,10.0,35.0,1,2,1,4,0
33,1000.0,19.0,3.0,4,4,1,9,0
59,3474.23,20.0,18.0,3,2,1,7,1
25,1000.0,10.0,5.0,4,2,0,3,0
34,1000.0,25.0,33.0,4,1,1,5,1
27,7029.48,25.0,18.0,3,1,1,8,0
49,9021.34,23.0,35.0,4,2,1,3,1
37,8482.73,24.0,11.0,2,2,1,6,1
43,9211.82,29.0,5.0,3,3,1,4,1
58,6446.4,24.0,34.0,3,1,0,3,0
40,5269.74,17.0,24.0,3,1,0,1,0
49,1671.19,12.0,7.0,1,2,0,8,1
22,4519.64,11.0,27.0,4,1,0,5,1
27,1000.0,24.0,16.0,3,5,0,5,0
58,,9.0,1.0,4,1,0,0,0
54,6900.17,19.0,10.0,4,4,0,6,0
46,5969.87,15.0,30.0,4,2,1,2,0
34,20291.28,11.0,5.0,2,5,1,8,1
26,1000.0,14.0,13.0,3,2,1,6,1
54,5937.06,3.0,10.0,3,5,0,4,0
51,1000.0,21.0,29.0,3,2,1,3,0
28,4754.96,2.0,34.0,3,3,1,1,0
43,4938.08,3.0,31.0,3,1,1,7,1
44,10301.96,8.0,28.0,4,2,0,0,0
38,4476.5,16.0,3.0,2,1,1,9,1
57,5639.06,9.0,36.0,1,3,0,3,0
23,4563.57,26.0,6.0,3,2,0,9,1
29,1000.0,27.0,16.0,3,3,0,8,0
22,3565.54,12.0,33.0,4,1,1,4,0
47,4781.28,29.0,9.0,3,1,1,9,1
45,6832.22,3.0,8.0,2,3,1,6,1
60,9015.26,5.0,1.0,3,2,0,5,0
41,5444.32,11.0,14.0,4,2,0,2,1
24,5365.21,28.0,19.0,2,5,1,5,1
37,1000.0,15.0,18.0,1,1,1,6,1
21,8928.81,21.0,1.0,3,3,1,2,0
46,3368.46,19.0,8.0,1,1,1,5,0
46,9862.05,15.0,0.0,4,3,0,8,1
54,12423.98,28.0,8.0,2,2,0,4,0
32,,28.0,24.0,2,3,0,3,0
31,1895.1,13.0,0.0,4,3,0,6,0
21,6424.86,21.0,6.0,1,1,0,4,1
35,8069.16,19.0,21.0,1,1,0,6,0
38,5080.16,18.0,22.0,1,1,0,9,1
50,3961.83,3.0,35.0,4,3,1,7,0
50,9035.89,7.0,22.0,4,1,0,7,0
24,8739.1,29.0,37.0,2,2,1,2,1
30,4941.7,8.0,28.0,3,2,0,7,1
39,1000.0,19.0,22.0,3,2,1,0,1
32,8553.7,27.0,15.0,1,2,0,4,0
19,3047.03,18.0,4.0,2,5,0,1,0
54,7464.53,7.0,28.0,4,5,1,1,0
49,7180.21,25.0,37.0,2,2,0,9,1
40,1000.0,1.0,14.0,3,4,0,3,0
31,6864.87,21.0,14.0,2,3,1,5,1
54,8815.4,8.0,3.0,3,1,0,4,0
19,9367.19,19.0,23.0,2,2,0,7,1
37,7028.15,,12.0,2,2,0,7,1
52,1000.0,17.0,0.0,1,4,0,0,0
58,12246.86,12.0,,4,4,0,7,0
28,8349.6,16.0,13.0,1,3,1,6,1
45,1085.06,28.0,18.0,3,3,0,9,1
26,2955.07,24.0,18.0,3,3,0,0,0
22,7540.51,,29.0,2,2,0,0,0
33,9559.03,28.0,21.0,4,2,0,2,0
56,4304.17,26.0,31.0,2,2,1,4,0
47,10214.86,19.0,11.0,3,4,1,6,0
39,1000.0,18.0,9.0,3,3,1,8,1
30,1808.93,,21.0,4,1,0,6,1
24,1000.0,16.0,4.0,4,1,0,4,1
29,2461.68,7.0,30.0,2,2,0,1,0
24,13286.35,5.0,7.0,4,3,0,2,0
26,15760.11,25.0,36.0,4,2,0,4,0
47,7555.66,8.0,39.0,4,2,0,7,0
23,3627.07,18.0,21.0,4,4,1,8,1
20,5502.62,26.0,12.0,3,4,1,0,1
41,8630.03,18.0,13.0,3,2,0,9,0
30,1000.0,23.0,17.0,2,3,0,3,1
37,3923.75,23.0,19.0,4,2,1,6,1
24,12957.02,13.0,3.0,4,3,0,6,0
27,1794.3,27.0,7.0,1,1,0,3,1
36,3129.39,27.0,31.0,3,2,1,1,1
47,6559.37,10.0,2.0,1,3,1,2,1
35,7774.14,24.0,17.0,2,2,1,8,1
41,3687.48,,35.0,2,3,1,6,0
40,6846.34,4.0,3.0,2,1,1,3,0
